Town,Year,Variable,Value
Rocky Hill,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,104.43
Roxbury,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,302.27
Salem,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,86.08
Salisbury,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,281.94
Scotland,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,69.33
Seymour,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,76.47
Sharon,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,281.93
Shelton,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,115.33
Sherman,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,191.22
Simsbury,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,102.17
Somers,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,67.15
Southbury,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,109.99
Southington,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,87.85
South Windsor,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,95.91
Sprague,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,63.26
Stafford,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,62.43
Stamford,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,173.86
Sterling,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,64.07
Stonington,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,142.67
Stratford,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,86.26
Suffield,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,82.18
Thomaston,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,68.23
Thompson,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,63.89
Tolland,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,83.19
Torrington,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,58.01
Trumbull,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,122.41
Union,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,103.35
Vernon,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,54.96
Voluntown,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,71.66
Wallingford,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,97.95
Warren,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,233.13
Washington,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,325.66
Waterbury,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,41.65
Waterford,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,168.88
Watertown,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,81.14
Westbrook,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,173.39
West Hartford,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,77.08
West Haven,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,50.28
Weston,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,240.21
Westport,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,362.8
Wethersfield,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,80.78
Willington,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,72.59
Wilton,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,243.8
Winchester,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,67.36
Windham,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,35.67
Windsor,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,96.62
Windsor Locks,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,102.76
Wolcott,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,79
Woodbridge,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,124.28
Woodbury,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,113.37
Woodstock,SFY 2009-2010,Equalized Net Grand List per Capita as Percent of State Average,84.33
Andover,SFY 2010-2011,Actual Mill Rate,27.6
Ansonia,SFY 2010-2011,Actual Mill Rate,25.75
Ashford,SFY 2010-2011,Actual Mill Rate,25.43
Avon,SFY 2010-2011,Actual Mill Rate,24.44
Barkhamsted,SFY 2010-2011,Actual Mill Rate,22.39
Beacon Falls,SFY 2010-2011,Actual Mill Rate,25.6
Berlin,SFY 2010-2011,Actual Mill Rate,23.65
Bethany,SFY 2010-2011,Actual Mill Rate,27.55
Bethel,SFY 2010-2011,Actual Mill Rate,22.44
Bethlehem,SFY 2010-2011,Actual Mill Rate,21.25
Bloomfield,SFY 2010-2011,Actual Mill Rate,32.72
Bolton,SFY 2010-2011,Actual Mill Rate,28.95
Bozrah,SFY 2010-2011,Actual Mill Rate,21
Branford,SFY 2010-2011,Actual Mill Rate,23.57
Bridgeport,SFY 2010-2011,Actual Mill Rate,39.65
Bridgewater,SFY 2010-2011,Actual Mill Rate,15.5
Bristol,SFY 2010-2011,Actual Mill Rate,27.24
Brookfield,SFY 2010-2011,Actual Mill Rate,19.47
Brooklyn,SFY 2010-2011,Actual Mill Rate,22.29
Burlington,SFY 2010-2011,Actual Mill Rate,26.57
Canaan,SFY 2010-2011,Actual Mill Rate,19.5
Canterbury,SFY 2010-2011,Actual Mill Rate,21.2
Canton,SFY 2010-2011,Actual Mill Rate,26.09
Chaplin,SFY 2010-2011,Actual Mill Rate,30.15
Cheshire,SFY 2010-2011,Actual Mill Rate,26.5
Chester,SFY 2010-2011,Actual Mill Rate,22.11
Clinton,SFY 2010-2011,Actual Mill Rate,22.41
Colchester,SFY 2010-2011,Actual Mill Rate,25.07
Colebrook,SFY 2010-2011,Actual Mill Rate,24.81
Columbia,SFY 2010-2011,Actual Mill Rate,23.55
Cornwall,SFY 2010-2011,Actual Mill Rate,12.32
Coventry,SFY 2010-2011,Actual Mill Rate,26.58
Cromwell,SFY 2010-2011,Actual Mill Rate,26.84
Danbury,SFY 2010-2011,Actual Mill Rate,20.96
Darien,SFY 2010-2011,Actual Mill Rate,11.74
Deep River,SFY 2010-2011,Actual Mill Rate,21.73
Derby,SFY 2010-2011,Actual Mill Rate,27.4
Durham,SFY 2010-2011,Actual Mill Rate,26.81
Eastford,SFY 2010-2011,Actual Mill Rate,21
East Granby,SFY 2010-2011,Actual Mill Rate,27.09
East Haddam,SFY 2010-2011,Actual Mill Rate,20.87
East Hampton,SFY 2010-2011,Actual Mill Rate,24.98
East Hartford,SFY 2010-2011,Actual Mill Rate,33.82
East Haven,SFY 2010-2011,Actual Mill Rate,26.84
East Lyme,SFY 2010-2011,Actual Mill Rate,19.55
Easton,SFY 2010-2011,Actual Mill Rate,22.4
East Windsor,SFY 2010-2011,Actual Mill Rate,24
Ellington,SFY 2010-2011,Actual Mill Rate,25.3
Enfield,SFY 2010-2011,Actual Mill Rate,23.88
Essex,SFY 2010-2011,Actual Mill Rate,17.63
Fairfield,SFY 2010-2011,Actual Mill Rate,19.27
Farmington,SFY 2010-2011,Actual Mill Rate,20.46
Franklin,SFY 2010-2011,Actual Mill Rate,19.54
Glastonbury,SFY 2010-2011,Actual Mill Rate,29.65
Goshen,SFY 2010-2011,Actual Mill Rate,15
Granby,SFY 2010-2011,Actual Mill Rate,29.79
Greenwich,SFY 2010-2011,Actual Mill Rate,8.6
Griswold,SFY 2010-2011,Actual Mill Rate,18.73
Groton,SFY 2010-2011,Actual Mill Rate,18.42
Guilford,SFY 2010-2011,Actual Mill Rate,20.83
Haddam,SFY 2010-2011,Actual Mill Rate,27.4
Hamden,SFY 2010-2011,Actual Mill Rate,31.16
Hampton,SFY 2010-2011,Actual Mill Rate,25.8
Hartford,SFY 2010-2011,Actual Mill Rate,72.79
Hartland,SFY 2010-2011,Actual Mill Rate,23.5
Harwinton,SFY 2010-2011,Actual Mill Rate,23.5
Hebron,SFY 2010-2011,Actual Mill Rate,28.94
Kent,SFY 2010-2011,Actual Mill Rate,14.02
Killingly,SFY 2010-2011,Actual Mill Rate,19.1
Killingworth,SFY 2010-2011,Actual Mill Rate,21
Lebanon,SFY 2010-2011,Actual Mill Rate,22.1
Ledyard,SFY 2010-2011,Actual Mill Rate,25.65
Lisbon,SFY 2010-2011,Actual Mill Rate,16.9
Litchfield,SFY 2010-2011,Actual Mill Rate,21.9
Lyme,SFY 2010-2011,Actual Mill Rate,13.55
Madison,SFY 2010-2011,Actual Mill Rate,19.3
Manchester,SFY 2010-2011,Actual Mill Rate,31.28
Mansfield,SFY 2010-2011,Actual Mill Rate,25.71
Marlborough,SFY 2010-2011,Actual Mill Rate,26.58
Meriden,SFY 2010-2011,Actual Mill Rate,29.53
Middlebury,SFY 2010-2011,Actual Mill Rate,23.63
Middlefield,SFY 2010-2011,Actual Mill Rate,27.43
Middletown,SFY 2010-2011,Actual Mill Rate,26.4
Milford,SFY 2010-2011,Actual Mill Rate,28.44
Monroe,SFY 2010-2011,Actual Mill Rate,28.26
Montville,SFY 2010-2011,Actual Mill Rate,22.4
Morris,SFY 2010-2011,Actual Mill Rate,20.6
Naugatuck,SFY 2010-2011,Actual Mill Rate,32.02
New Britain,SFY 2010-2011,Actual Mill Rate,36.63
New Canaan,SFY 2010-2011,Actual Mill Rate,13.59
New Fairfield,SFY 2010-2011,Actual Mill Rate,23.28
New Hartford,SFY 2010-2011,Actual Mill Rate,24
New Haven,SFY 2010-2011,Actual Mill Rate,43.9
Newington,SFY 2010-2011,Actual Mill Rate,29.18
New London,SFY 2010-2011,Actual Mill Rate,25.31
New Milford,SFY 2010-2011,Actual Mill Rate,22.7
Newtown,SFY 2010-2011,Actual Mill Rate,24
Norfolk,SFY 2010-2011,Actual Mill Rate,20.16
North Branford,SFY 2010-2011,Actual Mill Rate,26.71
North Canaan,SFY 2010-2011,Actual Mill Rate,21
North Haven,SFY 2010-2011,Actual Mill Rate,26.18
North Stonington,SFY 2010-2011,Actual Mill Rate,20.19
Norwalk,SFY 2010-2011,Actual Mill Rate,20.52
Norwich,SFY 2010-2011,Actual Mill Rate,24.4
Old Lyme,SFY 2010-2011,Actual Mill Rate,18.6
Old Saybrook,SFY 2010-2011,Actual Mill Rate,13.99
Orange,SFY 2010-2011,Actual Mill Rate,28.3
Oxford,SFY 2010-2011,Actual Mill Rate,21.05
Plainfield,SFY 2010-2011,Actual Mill Rate,20.19
Plainville,SFY 2010-2011,Actual Mill Rate,28.01
Plymouth,SFY 2010-2011,Actual Mill Rate,30.85
Pomfret,SFY 2010-2011,Actual Mill Rate,21.55
Portland,SFY 2010-2011,Actual Mill Rate,27.8
Preston,SFY 2010-2011,Actual Mill Rate,19.24
Prospect,SFY 2010-2011,Actual Mill Rate,25.26
Putnam,SFY 2010-2011,Actual Mill Rate,13.94
Redding,SFY 2010-2011,Actual Mill Rate,22.22
Ridgefield,SFY 2010-2011,Actual Mill Rate,20.4
Rocky Hill,SFY 2010-2011,Actual Mill Rate,23.8
Roxbury,SFY 2010-2011,Actual Mill Rate,11.4
Salem,SFY 2010-2011,Actual Mill Rate,24.5
Salisbury,SFY 2010-2011,Actual Mill Rate,9.5
Scotland,SFY 2010-2011,Actual Mill Rate,28.6
Seymour,SFY 2010-2011,Actual Mill Rate,26.78
Sharon,SFY 2010-2011,Actual Mill Rate,10.9
Shelton,SFY 2010-2011,Actual Mill Rate,18.61
Sherman,SFY 2010-2011,Actual Mill Rate,15.7
Simsbury,SFY 2010-2011,Actual Mill Rate,30.55
Somers,SFY 2010-2011,Actual Mill Rate,21.12
Southbury,SFY 2010-2011,Actual Mill Rate,21.5
Southington,SFY 2010-2011,Actual Mill Rate,24.02
South Windsor,SFY 2010-2011,Actual Mill Rate,28.34
Sprague,SFY 2010-2011,Actual Mill Rate,25.75
Stafford,SFY 2010-2011,Actual Mill Rate,27.96
Stamford,SFY 2010-2011,Actual Mill Rate,17.17
Sterling,SFY 2010-2011,Actual Mill Rate,20.36
Stonington,SFY 2010-2011,Actual Mill Rate,15.43
Stratford,SFY 2010-2011,Actual Mill Rate,33.32
Suffield,SFY 2010-2011,Actual Mill Rate,23.15
Thomaston,SFY 2010-2011,Actual Mill Rate,26.98
Thompson,SFY 2010-2011,Actual Mill Rate,21.01
Tolland,SFY 2010-2011,Actual Mill Rate,29.15
Torrington,SFY 2010-2011,Actual Mill Rate,32.5
Trumbull,SFY 2010-2011,Actual Mill Rate,24.54
Union,SFY 2010-2011,Actual Mill Rate,22.89
Vernon,SFY 2010-2011,Actual Mill Rate,30.02
Voluntown,SFY 2010-2011,Actual Mill Rate,20.43
Wallingford,SFY 2010-2011,Actual Mill Rate,24.08
Warren,SFY 2010-2011,Actual Mill Rate,12.25
Washington,SFY 2010-2011,Actual Mill Rate,11
Waterbury,SFY 2010-2011,Actual Mill Rate,41.82
Waterford,SFY 2010-2011,Actual Mill Rate,18.04
Watertown,SFY 2010-2011,Actual Mill Rate,22.91
Westbrook,SFY 2010-2011,Actual Mill Rate,17.25
West Hartford,SFY 2010-2011,Actual Mill Rate,38.38
West Haven,SFY 2010-2011,Actual Mill Rate,27.96
Weston,SFY 2010-2011,Actual Mill Rate,23.86
Westport,SFY 2010-2011,Actual Mill Rate,14.85
Wethersfield,SFY 2010-2011,Actual Mill Rate,30.66
Willington,SFY 2010-2011,Actual Mill Rate,23.4
Wilton,SFY 2010-2011,Actual Mill Rate,20.16
Winchester,SFY 2010-2011,Actual Mill Rate,25.43
Windham,SFY 2010-2011,Actual Mill Rate,26.67
Windsor,SFY 2010-2011,Actual Mill Rate,28.38
Windsor Locks,SFY 2010-2011,Actual Mill Rate,23.15
Wolcott,SFY 2010-2011,Actual Mill Rate,22.68
Woodbridge,SFY 2010-2011,Actual Mill Rate,33.11
Woodbury,SFY 2010-2011,Actual Mill Rate,21.45
Woodstock,SFY 2010-2011,Actual Mill Rate,17.92
Andover,SFY 2010-2011,Equalized Mill Rate,20.17
Ansonia,SFY 2010-2011,Equalized Mill Rate,20.14
Ashford,SFY 2010-2011,Equalized Mill Rate,19.17
Avon,SFY 2010-2011,Equalized Mill Rate,17.59
Barkhamsted,SFY 2010-2011,Equalized Mill Rate,15.5
Beacon Falls,SFY 2010-2011,Equalized Mill Rate,18.98
Berlin,SFY 2010-2011,Equalized Mill Rate,16.56
Bethany,SFY 2010-2011,Equalized Mill Rate,19.63
Bethel,SFY 2010-2011,Equalized Mill Rate,17.96
Bethlehem,SFY 2010-2011,Equalized Mill Rate,15.13
Bloomfield,SFY 2010-2011,Equalized Mill Rate,21.35
Bolton,SFY 2010-2011,Equalized Mill Rate,20.63
Bozrah,SFY 2010-2011,Equalized Mill Rate,13.99
Branford,SFY 2010-2011,Equalized Mill Rate,16.36
Bridgeport,SFY 2010-2011,Equalized Mill Rate,27.97
Bridgewater,SFY 2010-2011,Equalized Mill Rate,11.24
Bristol,SFY 2010-2011,Equalized Mill Rate,19.1
Brookfield,SFY 2010-2011,Equalized Mill Rate,15.1
Brooklyn,SFY 2010-2011,Equalized Mill Rate,15.63
Burlington,SFY 2010-2011,Equalized Mill Rate,19.13
Canaan,SFY 2010-2011,Equalized Mill Rate,13.73
Canterbury,SFY 2010-2011,Equalized Mill Rate,14.85
Canton,SFY 2010-2011,Equalized Mill Rate,18.48
Chaplin,SFY 2010-2011,Equalized Mill Rate,22.88
Cheshire,SFY 2010-2011,Equalized Mill Rate,18.04
Chester,SFY 2010-2011,Equalized Mill Rate,16.94
Clinton,SFY 2010-2011,Equalized Mill Rate,16.65
Colchester,SFY 2010-2011,Equalized Mill Rate,18.4
Colebrook,SFY 2010-2011,Equalized Mill Rate,18.65
Columbia,SFY 2010-2011,Equalized Mill Rate,17.36
Cornwall,SFY 2010-2011,Equalized Mill Rate,9.75
Coventry,SFY 2010-2011,Equalized Mill Rate,18.67
Cromwell,SFY 2010-2011,Equalized Mill Rate,19.7
Danbury,SFY 2010-2011,Equalized Mill Rate,16.15
Darien,SFY 2010-2011,Equalized Mill Rate,8.75
Deep River,SFY 2010-2011,Equalized Mill Rate,16
Derby,SFY 2010-2011,Equalized Mill Rate,20.8
Durham,SFY 2010-2011,Equalized Mill Rate,19.19
Eastford,SFY 2010-2011,Equalized Mill Rate,15.23
East Granby,SFY 2010-2011,Equalized Mill Rate,18.11
East Haddam,SFY 2010-2011,Equalized Mill Rate,14.95
East Hampton,SFY 2010-2011,Equalized Mill Rate,17.5
East Hartford,SFY 2010-2011,Equalized Mill Rate,24.25
East Haven,SFY 2010-2011,Equalized Mill Rate,20.62
East Lyme,SFY 2010-2011,Equalized Mill Rate,14.27
Easton,SFY 2010-2011,Equalized Mill Rate,19.22
East Windsor,SFY 2010-2011,Equalized Mill Rate,17.18
Ellington,SFY 2010-2011,Equalized Mill Rate,17.23
